Record_ID,State,District,Year,Season,Crop_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Cultivated_Area_hectares,Yield_ton_per_hectare,Market_Price_per_ton,Farmer_Profit_INR,Estimated_Production_tons,Estimated_Revenue_INR,Profit_per_hectare_INR,Profit_per_ton_INR,Profit_to_Revenue_Ratio,Revenue_per_hectare_INR,Profit_Level,Profit_per_Ha_Level
2570,Karnataka,Hubli,2017,Rabi,Pulses,1957.58,36.0,41.6,Red,Sprinkler,131.86,27.07,4291.87,6.52,42153.49,430526.0,27982.9924,1179580790.3034759,100.3119852185644,15.385273806528282,0.0003649822068476011,274840.7548,Higher relative profit,Higher relative profit/ha
2571,Karnataka,Hubli,2017,Rabi,Maize,1033.07,19.0,54.6,Sandy,Canal,219.77,46.09,4408.48,6.47,34051.46,363063.0,28522.865599999997,971245217.0637759,82.35559648677096,12.728840260706486,0.0003738118794526427,220312.9462,Higher relative profit,Moderate relative profit/ha
2572,Karnataka,Hubli,2017,Zaid,Maize,1715.48,27.8,62.3,Sandy,Rain-fed,253.84,56.91,1482.55,4.49,24654.18,110721.0,6656.6495,164114234.96991003,74.68281002327072,16.633142544158286,0.0006746581125049904,110697.26820000002,Moderate relative profit,Moderate relative profit/ha
2573,Karnataka,Hubli,2017,Zaid,Cotton,789.09,22.7,56.3,Black,Canal,281.48,30.83,708.56,3.76,52970.13,43755.0,2664.1856,141122257.57612798,61.75200406458169,16.42340533632492,0.000310050312059361,199167.68879999997,Lower relative profit,Moderate relative profit/ha
2574,Karnataka,Hubli,2017,Kharif,Barley,2005.71,26.5,66.8,Black,Rain-fed,109.48,49.54,648.49,1.85,34272.12,16619.0,1199.7065,41116485.13278,25.627226325772178,13.852554770687664,0.00040419311004652366,63403.422,Lower relative profit,Lower relative profit/ha
2575,Karnataka,Belagavi,2017,Zaid,Sugarcane,1620.84,22.3,39.2,Laterite,Rain-fed,355.86,31.31,1162.07,3.54,32845.69,38365.0,4113.7278,135118228.063182,33.01436230175463,9.3260910456934,0.0002839365239607814,116273.7426,Lower relative profit,Lower relative profit/ha
2576,Karnataka,Belagavi,2017,Rabi,Sugarcane,823.76,34.9,44.8,Sandy,Canal,325.82,7.93,3031.29,3.22,41089.61,126007.0,9760.7538,401065566.948018,41.568771051268605,12.90955622710205,0.00031418054897824655,132308.5442,Moderate relative profit,Moderate relative profit/ha
2577,Karnataka,Belagavi,2017,Kharif,Rice,735.33,21.2,67.5,Black,Sprinkler,315.78,15.83,3755.44,2.09,24230.19,139204.0,7848.8696,190179601.69322398,37.067294378288565,17.735547549420364,0.0007319607295452643,50641.09709999999,Moderate relative profit,Lower relative profit/ha
2578,Karnataka,Belagavi,2017,Rabi,Sugarcane,548.87,30.9,63.1,Red,Canal,184.26,56.3,3986.76,5.34,26675.86,323857.0,21289.2984,567910343.616624,81.23313166581384,15.212196941163642,0.0005702607878870125,142449.0924,Higher relative profit,Moderate relative profit/ha
2579,Karnataka,Belagavi,2017,Zaid,Pulses,986.18,27.6,71.3,Red,Drip,339.91,47.95,2856.47,4.55,22803.52,222849.0,12996.938499999998,296375947.02352,78.0155226555854,17.146268715513276,0.00075191324477595,103756.016,Moderate relative profit,Moderate relative profit/ha
2580,Karnataka,Belagavi,2017,Rabi,Cotton,1553.33,22.1,48.6,Black,Canal,420.0,9.21,3480.68,4.81,13677.85,232315.0,16742.070799999998,228995533.09177998,66.74414194927428,13.876120987375112,0.0010144957714388672,65790.4585,Higher relative profit,Moderate relative profit/ha
2581,Karnataka,Belagavi,2017,Rabi,Cotton,1328.02,32.7,45.3,Black,Drip,286.61,52.01,2308.47,3.77,34138.38,146389.0,8702.9319,297103996.31632197,63.413862861549,16.820653278925462,0.0004927197271494858,128701.6926,Moderate relative profit,Moderate relative profit/ha
2582,Karnataka,Belagavi,2017,Rabi,Rice,1132.49,25.6,80.5,Black,Sprinkler,234.24,5.26,2652.19,3.5,12878.35,127417.0,9282.665,119545408.80275002,48.042184006424876,13.726338287549964,0.0010658460352102532,45074.225000000006,Moderate relative profit,Moderate relative profit/ha
2583,Karnataka,Belagavi,2017,Kharif,Cotton,878.84,20.1,78.2,Red,Rain-fed,76.98,21.49,4304.73,6.89,43429.24,314523.0,29659.589699999997,1288093439.3828278,73.06451275689766,10.604428556879196,0.00024417716167446623,299227.46359999996,Higher relative profit,Moderate relative profit/ha
2584,Karnataka,Belagavi,2017,Zaid,Maize,606.52,37.2,40.9,Alluvial,Drip,259.83,8.91,2773.92,5.87,34029.92,275776.0,16282.9104,554106138.279168,99.4174309280729,16.936529970710886,0.0004976952626015837,199755.6304,Higher relative profit,Higher relative profit/ha
2585,Karnataka,Belagavi,2017,Kharif,Maize,1772.79,35.3,67.2,Alluvial,Canal,197.88,58.41,1672.7,5.06,54218.45,142848.0,8463.862,458897478.6538999,85.39965325521611,16.877401829094097,0.0003112852143337572,274345.35699999996,Moderate relative profit,Higher relative profit/ha
2586,Karnataka,Belagavi,2017,Zaid,Pulses,1689.95,18.8,45.4,Black,Tube Well,233.22,26.76,3250.83,7.56,56367.15,266970.0,24576.2748,1385294568.09282,82.12364226982032,10.862915644156129,0.00019271713478783526,426135.654,Higher relative profit,Moderate relative profit/ha
2587,Karnataka,Belagavi,2017,Zaid,Maize,943.4,36.8,85.0,Red,Tube Well,163.53,59.4,115.91,2.5,18542.35,2986.0,289.775,5373109.4712499995,25.76136657751704,10.304546631006817,0.0005557303486886407,46355.875,Lower relative profit,Lower relative profit/ha
2588,Karnataka,Belagavi,2017,Rabi,Maize,659.35,23.0,50.6,Alluvial,Sprinkler,246.08,52.31,3778.67,3.0,27640.5,121998.0,11336.01,313332984.40500003,32.28596305049131,10.761987683497104,0.0003893557527359166,82921.5,Moderate relative profit,Lower relative profit/ha
2589,Karnataka,Belagavi,2017,Kharif,Pulses,1899.76,23.2,72.7,Alluvial,Tube Well,338.3,7.78,348.55,6.98,61095.9,32248.0,2432.8790000000004,148638932.09610003,92.52044183044039,13.25507762613759,0.00021695527238550525,426449.3820000001,Lower relative profit,Higher relative profit/ha
2590,Karnataka,Belagavi,2017,Zaid,Pulses,595.04,21.8,42.3,Alluvial,Tube Well,153.9,46.94,518.5,2.49,60369.41,12465.0,1291.065,77940832.32165001,24.04050144648023,9.654819858024188,0.0001599290080526576,150319.83090000003,Lower relative profit,Lower relative profit/ha
2591,Karnataka,Belagavi,2017,Rabi,Pulses,1118.85,25.7,37.3,Alluvial,Drip,292.95,28.99,3355.84,1.83,50792.41,104851.0,6141.1872,311925698.14915204,31.244338228282633,17.073408867914008,0.00033614094838016164,92950.11030000001,Moderate relative profit,Lower relative profit/ha
2592,Karnataka,Belagavi,2017,Rabi,Sugarcane,1613.4,26.7,54.8,Red,Sprinkler,371.45,12.73,1768.67,8.06,54406.58,123643.0,14255.480200000002,775591923.9397161,69.90733149767904,8.673366190779037,0.0001594175960109795,438517.0348,Moderate relative profit,Moderate relative profit/ha
2593,Karnataka,Mangalore,2017,Zaid,Rice,1190.64,30.3,71.7,Black,Drip,340.81,35.18,2872.52,6.34,21416.99,291934.0,18211.7768,390041441.607832,101.62992772896273,16.02995705504144,0.0007484691852142359,135783.7166,Higher relative profit,Higher relative profit/ha
2594,Karnataka,Mangalore,2017,Kharif,Rice,1865.99,35.3,70.4,Red,Canal,91.06,20.57,2895.1,7.85,26327.74,207471.0,22726.535,598338304.5809001,71.6628095747988,9.129020327999847,0.00034674530848450517,206672.75900000002,Moderate relative profit,Moderate relative profit/ha
2595,Karnataka,Mangalore,2017,Rabi,Rice,789.52,28.3,54.9,Black,Canal,331.31,54.57,2947.3,5.44,27079.02,155268.0,16033.312000000002,434166376.31424004,52.681437247650386,9.684087729347498,0.00035762327179297837,147309.8688,Moderate relative profit,Moderate relative profit/ha
2596,Karnataka,Mangalore,2017,Rabi,Rice,1891.93,34.4,36.7,Laterite,Sprinkler,230.09,53.95,845.52,5.72,38822.7,53332.00000000001,4836.3744,187761112.41888,63.0759769136153,11.027268691191486,0.0002840417768777413,222065.84399999998,Lower relative profit,Moderate relative profit/ha
2597,Karnataka,Mangalore,2017,Rabi,Barley,1125.84,30.5,64.9,Red,Sprinkler,326.41,13.08,1014.43,7.03,18605.09,104267.0,7131.4429,132681136.98436101,102.78382934258649,14.620743860965359,0.0007858464463738341,130793.78270000001,Moderate relative profit,Higher relative profit/ha
2598,Karnataka,Mangalore,2017,Zaid,Rice,2043.65,24.2,50.0,Alluvial,Canal,305.71,11.81,4553.41,3.49,54182.53,241442.0,15891.4009,861036306.006277,53.02443663100841,15.193248318340517,0.00028040861728569186,189097.02969999998,Higher relative profit,Moderate relative profit/ha
2599,Karnataka,Mangalore,2017,Rabi,Rice,743.24,28.3,83.5,Black,Sprinkler,137.09,24.76,4161.22,5.1,21053.75,374497.0,21222.222,446807356.4325,89.99692397902538,17.64645568216184,0.000838162117540193,107374.125,Higher relative profit,Higher relative profit/ha
2600,Karnataka,Mangalore,2017,Kharif,Cotton,2081.36,37.5,75.0,Black,Drip,109.02,44.96,3700.4,3.04,21230.23,134211.0,11249.216,238823442.99968,36.269322235434004,11.930698103761186,0.0005619674447126191,64539.8992,Moderate relative profit,Lower relative profit/ha
2601,Karnataka,Mangalore,2017,Rabi,Wheat,2190.98,24.3,86.6,Laterite,Tube Well,437.01,53.46,878.74,5.12,35373.6,37764.0,4499.1488,159151089.99168,42.97516899196577,8.393587693743314,0.0002372839545238063,181112.832,Lower relative profit,Moderate relative profit/ha
2602,Karnataka,Mangalore,2017,Zaid,Wheat,959.69,20.7,85.5,Laterite,Tube Well,129.16,59.61,4674.91,6.02,51818.6,364027.0,28142.958199999997,1458328693.7825198,77.8682370355793,12.934923095611179,0.00024961930842614776,311947.97199999995,Higher relative profit,Moderate relative profit/ha
2603,Karnataka,Mangalore,2017,Rabi,Millets,944.29,37.4,73.5,Alluvial,Canal,408.28,32.46,4329.96,1.75,35787.53,86234.0,7577.43,271177503.4479,19.91565741946808,11.380375668267472,0.00031799835496519244,62628.1775,Moderate relative profit,Lower relative profit/ha
2604,Karnataka,Mangalore,2017,Rabi,Sugarcane,1898.61,32.0,83.5,Black,Rain-fed,198.15,9.02,3470.82,7.14,51979.36,375364.0,24781.6548,1288134556.2449281,108.14850669294287,15.146849676882756,0.000291401234583934,371132.6304,Higher relative profit,Higher relative profit/ha
2605,Karnataka,Mangalore,2017,Zaid,Millets,1847.79,20.8,50.2,Black,Sprinkler,222.9,20.91,417.18,6.64,47320.6,36893.0,2770.0751999999998,131081620.50911999,88.43424900522557,13.318410994762887,0.0002814505943450186,314208.784,Lower relative profit,Higher relative profit/ha
2606,Karnataka,Mangalore,2017,Zaid,Maize,1273.71,34.9,76.4,Alluvial,Sprinkler,431.4,44.03,1246.27,5.22,49063.75,66326.0,6505.529399999999,319185668.09924996,53.21960730820769,10.195327070537873,0.00020779755054470712,256112.77499999997,Moderate relative profit,Moderate relative profit/ha
2607,Karnataka,Mangalore,2017,Rabi,Maize,1831.06,28.2,45.5,Sandy,Canal,202.53,15.54,3386.03,2.41,56212.56,110106.0,8160.332300000001,458713169.033688,32.51772724990623,13.492832883778519,0.00024003235013275538,135472.2696,Moderate relative profit,Lower relative profit/ha
2608,Karnataka,Mangalore,2017,Zaid,Millets,1992.35,32.8,37.2,Sandy,Sprinkler,122.26,53.2,1826.18,7.87,52983.47,148174.0,14372.036600000001,761480370.0350021,81.13877054835777,10.309881899410136,0.00019458676261502192,416979.90890000004,Moderate relative profit,Moderate relative profit/ha
2609,Karnataka,Mangalore,2017,Zaid,Pulses,1441.86,19.4,39.4,Laterite,Canal,220.55,36.82,1016.72,1.79,22131.97,19099.0,1819.9288000000001,40278609.603736006,18.78491620111732,10.49436659280297,0.0004741722762502827,39616.2263,Lower relative profit,Lower relative profit/ha
2610,Karnataka,Mangalore,2017,Rabi,Pulses,412.31,27.4,82.0,Sandy,Rain-fed,312.18,32.26,1937.29,6.48,41233.67,197635.0,12553.639200000001,517632616.071864,102.01621853207315,15.74324360062857,0.0003818055390322659,267194.1816,Moderate relative profit,Higher relative profit/ha
2611,Tamil Nadu,Chennai,2017,Rabi,Barley,756.08,24.9,55.8,Sandy,Rain-fed,216.46,57.7,713.7,1.72,40982.2,9961.0,1227.564,50308273.3608,13.956844612582316,8.11444454219902,0.0001979992421636472,70489.38399999999,Lower relative profit,Lower relative profit/ha
2612,Tamil Nadu,Chennai,2017,Kharif,Rice,1499.6,34.5,65.4,Black,Canal,345.94,20.28,939.44,7.77,42883.05,82969.0,7299.4488,313022627.86284,88.3175083028187,11.366474685047452,0.00026505751538305814,333201.2985,Moderate relative profit,Higher relative profit/ha
2613,Tamil Nadu,Chennai,2017,Kharif,Pulses,1502.2,25.0,40.3,Sandy,Tube Well,215.39,41.27,1836.5,7.92,49311.97,249700.0,14545.08,717246548.6076,135.9651511026409,17.167317058414255,0.00034813691398689314,390550.8024,Higher relative profit,Higher relative profit/ha
2614,Tamil Nadu,Chennai,2017,Rabi,Millets,955.52,20.1,47.7,Alluvial,Rain-fed,394.22,56.24,1223.95,6.72,50909.14,66607.0,8224.944,418724825.58816,54.41970668736468,8.098170638000697,0.00015907105557078153,342109.42079999996,Moderate relative profit,Moderate relative profit/ha
2615,Tamil Nadu,Chennai,2017,Rabi,Rice,1284.23,27.9,85.7,Alluvial,Drip,106.95,18.05,758.11,7.52,37803.81,74246.0,5700.9872,215519036.92123199,97.93565577554708,13.023358480790836,0.00034449856987406395,284284.65119999996,Moderate relative profit,Higher relative profit/ha
2616,Tamil Nadu,Chennai,2017,Zaid,Maize,789.66,34.5,41.2,Black,Rain-fed,256.38,29.27,4445.53,7.57,55248.41,489256.00000000006,33652.6621,1859256073.2922611,110.05571889066097,14.538404080668556,0.00026314610828924407,418230.4637000001,Higher relative profit,Higher relative profit/ha
2617,Tamil Nadu,Chennai,2017,Zaid,Cotton,1614.54,32.8,81.8,Laterite,Drip,178.06,12.65,4123.41,1.72,20545.26,109874.0,7092.2652,145712432.522952,26.646392185108926,15.492088479714493,0.0007540468448544576,35337.8472,Moderate relative profit,Lower relative profit/ha
2618,Tamil Nadu,Chennai,2017,Zaid,Millets,2004.07,22.3,39.8,Laterite,Drip,292.53,57.47,1269.17,8.41,59576.28,191733.0,10673.719700000001,635900513.4887161,151.06959666553732,17.963091161181605,0.0003015141455824634,501036.51480000006,Moderate relative profit,Higher relative profit/ha
2619,Tamil Nadu,Chennai,2017,Zaid,Sugarcane,496.91,26.6,77.2,Alluvial,Sprinkler,362.59,36.98,1371.14,7.26,13417.81,160669.0,9954.4764,133567272.98468399,117.17913560978455,16.140376805755448,0.00120290694276901,97413.30059999999,Moderate relative profit,Higher relative profit/ha
2620,Tamil Nadu,Chennai,2017,Kharif,Wheat,838.22,26.3,65.1,Red,Canal,198.89,10.1,283.43,1.53,15589.28,4133.0,433.6479,6760258.534512,14.582083759658468,9.530773699123182,0.0006113671509603511,23851.5984,Lower relative profit,Lower relative profit/ha
2621,Tamil Nadu,Chennai,2017,Kharif,Rice,1205.93,20.7,49.4,Alluvial,Rain-fed,219.06,28.35,2795.75,5.09,46001.06,203827.0,14230.3675,654611989.1895499,72.90601806313154,14.323382723601481,0.0003113707102314921,234145.39539999998,Moderate relative profit,Moderate relative profit/ha
2622,Tamil Nadu,Chennai,2017,Kharif,Millets,1951.38,35.1,46.5,Red,Rain-fed,101.34,6.13,1019.77,3.47,38265.5,35848.0,3538.6019,135406371.00445,35.15302470164841,10.130554669062942,0.00026474382064948696,132781.285,Lower relative profit,Lower relative profit/ha
2623,Tamil Nadu,Chennai,2017,Kharif,Maize,588.05,26.2,38.6,Alluvial,Drip,67.99,6.14,4232.93,1.21,12635.31,55946.0,5121.8453,64716103.137543,13.216849794350484,10.923016358967343,0.0008644834482863771,15288.7251,Lower relative profit,Lower relative profit/ha
2624,Tamil Nadu,Chennai,2017,Zaid,Pulses,1059.5,37.2,60.0,Black,Sprinkler,171.38,7.6,2414.56,8.32,19777.28,297512.0,20089.1392,397308530.917376,123.21582400106024,14.809594230896662,0.0007488185549730127,164546.96959999998,Higher relative profit,Higher relative profit/ha
2625,Tamil Nadu,Chennai,2017,Zaid,Pulses,1161.87,35.2,73.1,Sandy,Sprinkler,102.19,9.68,1951.09,6.9,49670.96,215500.0,13462.521,668696342.09016,110.45108119051403,16.007403071088987,0.00032226884825839865,342729.624,Moderate relative profit,Higher relative profit/ha
2626,Tamil Nadu,Chennai,2017,Rabi,Millets,1687.57,36.1,80.3,Alluvial,Drip,246.44,31.19,2245.98,3.91,15369.09,114172.0,8781.7818,134967994.84456202,50.833934407252066,13.001006242263955,0.000845919064971573,60093.14190000001,Moderate relative profit,Moderate relative profit/ha
2627,Tamil Nadu,Chennai,2017,Kharif,Sugarcane,1491.65,19.7,88.4,Red,Rain-fed,139.28,30.11,3215.72,2.37,26719.95,97289.0,7621.2564,203639589.94518,30.254188797532127,12.765480505287815,0.0004777509129054439,63326.281500000005,Moderate relative profit,Lower relative profit/ha
2628,Tamil Nadu,Chennai,2017,Kharif,Rice,1456.47,24.4,75.7,Red,Canal,213.96,33.04,4162.28,5.91,53889.39,400547.0,24599.0748,1325629135.536372,96.23259367462065,16.283010774047487,0.0003021561530766536,318486.2949,Higher relative profit,Higher relative profit/ha
2629,Tamil Nadu,Coimbatore,2017,Rabi,Wheat,1297.54,37.5,71.2,Red,Sprinkler,361.54,45.04,296.25,5.77,54154.04,19621.0,1709.3625,92568885.1995,66.23122362869198,11.478548289201385,0.00021196107047971645,312468.8108,Lower relative profit,Moderate relative profit/ha
2630,Tamil Nadu,Coimbatore,2017,Rabi,Pulses,1515.67,36.1,40.8,Red,Sprinkler,443.78,40.07,1268.29,4.06,19431.08,59819.00000000001,5149.2573999999995,100055632.479992,47.16508054151654,11.617014911703581,0.0005978573971031759,78890.1848,Lower relative profit,Moderate relative profit/ha
2631,Tamil Nadu,Coimbatore,2017,Rabi,Sugarcane,1780.97,29.7,59.6,Alluvial,Drip,319.71,22.39,252.37,4.2,39377.79,17462.0,1059.954,41738646.02166,69.19205927804414,16.47429982810575,0.0004183652721015006,165386.718,Lower relative profit,Moderate relative profit/ha
2632,Tamil Nadu,Coimbatore,2017,Zaid,Wheat,1729.99,37.3,39.1,Red,Rain-fed,192.05,30.23,3317.98,2.56,48399.5,97373.0,8494.0288,411106746.9056,29.34707261647147,11.463700240809167,0.00023685575761752016,123902.72,Moderate relative profit,Lower relative profit/ha
2633,Tamil Nadu,Coimbatore,2017,Rabi,Sugarcane,1612.79,23.3,86.5,Sandy,Sprinkler,389.77,29.76,4701.42,4.97,43454.52,283472.0,23366.057399999998,1015360808.6094478,60.29497470976854,12.131785655889043,0.00027918351545222557,215968.96439999997,Higher relative profit,Moderate relative profit/ha
2634,Tamil Nadu,Coimbatore,2017,Zaid,Maize,1559.82,35.9,42.4,Alluvial,Rain-fed,439.37,10.82,4632.45,6.6,36143.19,287348.0,30574.17,1105048035.4023001,62.02937970188562,9.398390863922064,0.00026003213506948505,238545.05400000003,Higher relative profit,Moderate relative profit/ha
2635,Tamil Nadu,Coimbatore,2017,Zaid,Wheat,1784.25,30.4,62.2,Laterite,Sprinkler,437.96,59.29,3933.23,3.35,17599.45,163860.0,13176.3205,231895993.82372501,41.660416502467434,12.435945224617146,0.0007066098784119472,58958.1575,Moderate relative profit,Moderate relative profit/ha
2636,Tamil Nadu,Coimbatore,2017,Rabi,Wheat,2006.51,23.6,86.8,Red,Drip,59.19,43.17,1622.06,4.32,37624.2,92624.0,7007.2992,263644026.56064,57.10269657102697,13.218216798848834,0.0003513222021690517,162536.54400000002,Moderate relative profit,Moderate relative profit/ha
2637,Tamil Nadu,Coimbatore,2017,Kharif,Barley,626.95,23.8,80.3,Alluvial,Sprinkler,434.48,8.26,1367.93,5.2,36911.0,65085.0,7113.236000000001,262556653.99600002,47.57918899358885,9.149844037228625,0.00024788935648529235,191937.2,Moderate relative profit,Moderate relative profit/ha
2638,Tamil Nadu,Coimbatore,2017,Rabi,Millets,1239.16,18.3,48.3,Black,Drip,180.52,47.71,3495.4,6.02,23878.83,327148.0,21042.307999999997,502465695.53963995,93.59386622418035,15.54715385783727,0.0006510852440357115,143750.55659999998,Higher relative profit,Higher relative profit/ha
2639,Tamil Nadu,Coimbatore,2017,Kharif,Cotton,1912.19,31.2,77.5,Black,Canal,276.52,38.75,2466.13,7.71,43838.12,306290.0,19013.8623,833531977.170876,124.19864321832182,16.108773439471054,0.00036746040750540974,337991.9052,Higher relative profit,Higher relative profit/ha
2640,Tamil Nadu,Coimbatore,2017,Rabi,Cotton,1836.57,22.6,89.0,Laterite,Sprinkler,371.12,29.33,3014.53,6.61,61475.43,273667.0,19926.0433,1224962080.0661192,90.78264273369314,13.734136570906678,0.00022340854827541143,406352.5923,Higher relative profit,Higher relative profit/ha
2641,Tamil Nadu,Coimbatore,2017,Rabi,Maize,910.53,18.4,82.0,Black,Drip,98.48,56.1,3432.43,1.63,39117.85,87716.0,5594.8609,218858929.457065,25.55507322800465,15.677959035585676,0.0004007878509577003,63762.095499999996,Moderate relative profit,Lower relative profit/ha
2642,Tamil Nadu,Coimbatore,2017,Rabi,Sugarcane,550.73,23.3,54.7,Alluvial,Canal,201.58,25.44,2599.51,2.11,36576.97,76498.0,5484.966100000001,200623440.49071702,29.427853710891664,13.946850099948657,0.00038130140632066176,77177.4067,Moderate relative profit,Lower relative profit/ha
2643,Tamil Nadu,Coimbatore,2017,Zaid,Sugarcane,888.21,36.1,60.3,Red,Drip,129.12,51.36,1835.09,3.98,48179.42,80049.0,7303.6582,351886015.95424396,43.621293778506775,10.96012406495145,0.00022748559581978057,191754.09159999999,Moderate relative profit,Moderate relative profit/ha
2644,Tamil Nadu,Coimbatore,2017,Kharif,Barley,648.53,19.8,70.7,Black,Canal,111.93,11.79,4125.93,3.08,45760.34,116092.0,12707.8644,581516195.617896,28.13717149830462,9.135445291657346,0.00019963674421250686,140941.8472,Moderate relative profit,Lower relative profit/ha
2645,Tamil Nadu,Coimbatore,2017,Zaid,Barley,420.84,20.0,75.5,Red,Rain-fed,309.85,16.21,3941.89,3.83,18815.52,132161.0,15097.4387,284066159.808624,33.52731811389968,8.753868959242736,0.00046524725116514105,72063.4416,Moderate relative profit,Lower relative profit/ha
2646,Tamil Nadu,Coimbatore,2017,Kharif,Maize,1564.11,26.5,86.0,Red,Tube Well,311.59,57.04,3766.49,3.87,22608.82,155313.0,14576.3163,329553311.489766,41.23547387620835,10.655161208322571,0.00047128338446334535,87496.1334,Moderate relative profit,Moderate relative profit/ha
2647,Tamil Nadu,Madurai,2017,Zaid,Rice,622.65,26.2,88.0,Alluvial,Sprinkler,175.07,47.04,2897.29,5.66,26317.14,154421.0,16398.6614,431565867.876396,53.29842715088928,9.416683242206586,0.0003578156001072528,148955.0124,Moderate relative profit,Moderate relative profit/ha
2648,Tamil Nadu,Madurai,2017,Zaid,Cotton,1931.83,24.6,46.5,Sandy,Rain-fed,355.28,59.82,1651.98,8.29,33278.23,126986.0,13694.9142,455742504.577866,76.86896935798254,9.272493288055795,0.00027863541083933234,275876.5267,Moderate relative profit,Moderate relative profit/ha
2649,Tamil Nadu,Madurai,2017,Zaid,Wheat,1360.94,23.4,68.7,Red,Sprinkler,376.81,41.13,4840.69,2.54,22149.71,122321.0,12295.352599999998,272338494.4377459,25.26933143828669,9.94855568436484,0.00044915060668355663,56260.26339999999,Moderate relative profit,Lower relative profit/ha
2650,Tamil Nadu,Madurai,2017,Rabi,Sugarcane,1885.86,28.2,73.2,Alluvial,Tube Well,429.6,45.52,3180.05,7.59,21083.93,318089.0,24136.5795,508893952.617435,100.02641467901448,13.178710761398483,0.000625059500833027,160027.0287,Higher relative profit,Higher relative profit/ha
2651,Tamil Nadu,Madurai,2017,Rabi,Pulses,482.03,27.9,71.6,Black,Rain-fed,85.21,42.74,4469.48,7.2,54839.65,373520.0,32180.255999999998,1764753975.9503999,83.57124318712692,11.607117109323184,0.0002116555650760569,394845.48000000004,Higher relative profit,Moderate relative profit/ha
2652,Tamil Nadu,Madurai,2017,Kharif,Maize,904.9,32.0,62.1,Red,Tube Well,242.97,20.69,4557.76,5.33,26020.8,337015.0,24292.860800000002,632119672.30464,73.94312118233518,13.873005850344311,0.0005331506275880953,138690.864,Higher relative profit,Moderate relative profit/ha
2653,Tamil Nadu,Madurai,2017,Zaid,Cotton,1852.12,19.0,35.5,Laterite,Rain-fed,277.32,53.06,4627.25,4.05,40955.85,173518.0,18740.3625,767527475.4956249,37.49916256956075,9.259052486311298,0.00022607399153750437,165871.19249999998,Moderate relative profit,Moderate relative profit/ha
2654,Tamil Nadu,Madurai,2017,Rabi,Pulses,1844.19,27.9,67.7,Alluvial,Sprinkler,364.06,49.86,2856.11,7.79,57863.22,323329.0,22249.0969,1287404388.726018,113.20607399574946,14.53223029470468,0.00025114797093394876,450754.4838,Higher relative profit,Higher relative profit/ha
2655,Tamil Nadu,Madurai,2017,Rabi,Rice,651.48,18.4,81.6,Alluvial,Canal,59.74,13.64,1866.26,7.11,30774.07,132441.0,13269.108600000001,408344476.894002,70.9659961634499,9.981152765604767,0.0003243364548662158,218803.63770000002,Moderate relative profit,Moderate relative profit/ha
2656,Tamil Nadu,Madurai,2017,Kharif,Barley,508.8,34.7,68.8,Laterite,Drip,444.49,17.24,4227.8,6.63,36842.94,347677.0,28030.314000000002,1032719176.8831601,82.23591466010691,12.403607037723516,0.0003366617060886974,244268.69220000002,Higher relative profit,Moderate relative profit/ha
2657,Tamil Nadu,Madurai,2017,Zaid,Pulses,1603.17,35.9,40.7,Black,Sprinkler,240.77,16.07,3459.62,6.85,23533.15,277682.0,23698.396999999997,557697931.3605499,80.26372838635457,11.717332611146654,0.0004979075309147587,161202.07749999998,Higher relative profit,Moderate relative profit/ha
2658,Tamil Nadu,Madurai,2017,Kharif,Cotton,843.75,30.7,63.0,Laterite,Canal,262.47,57.13,4695.37,4.56,42379.98,204537.0,21410.887199999997,907392971.3182559,43.56142327441714,9.552943700530076,0.00022541170855979817,193252.7088,Moderate relative profit,Moderate relative profit/ha
2659,Tamil Nadu,Madurai,2017,Rabi,Millets,1464.75,23.3,57.8,Laterite,Sprinkler,155.03,55.96,1600.84,6.3,59480.1,152414.0,10085.292,599874176.6891999,95.20876539816597,15.112502444153328,0.00025407661460141,374724.62999999995,Moderate relative profit,Higher relative profit/ha
2660,Tamil Nadu,Madurai,2017,Kharif,Rice,711.94,32.5,74.9,Sandy,Drip,247.2,53.07,3437.16,7.5,54454.07,319514.0,25778.699999999997,1403755134.3089998,92.95872173538619,12.394496231384826,0.0002276137712274735,408405.52499999997,Higher relative profit,Higher relative profit/ha
2661,Tamil Nadu,Madurai,2017,Rabi,Maize,1930.01,36.6,50.4,Alluvial,Tube Well,59.47,16.73,4828.46,4.08,47280.01,183081.0,19700.1168,931421719.305168,37.91705844099361,9.29339667671412,0.00019656080184234562,192902.4408,Moderate relative profit,Moderate relative profit/ha
2662,Tamil Nadu,Madurai,2017,Kharif,Barley,2052.62,23.4,36.7,Black,Sprinkler,316.53,58.82,1463.01,7.94,29826.89,135514.0,11616.2994,346478084.41086596,92.62684465588069,11.665849452881698,0.00039111853273612163,236825.50659999996,Moderate relative profit,Higher relative profit/ha
2663,Tamil Nadu,Madurai,2017,Kharif,Barley,816.53,19.6,41.8,Alluvial,Tube Well,56.36,5.36,765.7,7.55,18956.62,87783.0,5781.035,109588883.70169999,114.64411649471072,15.184651191352414,0.0008010210254440093,143122.48099999997,Moderate relative profit,Higher relative profit/ha
