Record_ID,State,District,Year,Season,Crop_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Cultivated_Area_hectares,Yield_ton_per_hectare,Market_Price_per_ton,Farmer_Profit_INR,Rainfall_Condition,Temperature_Condition,Humidity_Condition,Climate_Extreme_Flag,Climate_Stress_Score,Climate_Stress_Level
1634,Punjab,Ludhiana,2016,Rabi,Wheat,572.18,37.6,49.6,Laterite,Canal,321.44,19.78,4161.24,1.64,40957.46,113856.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1635,Punjab,Ludhiana,2016,Kharif,Sugarcane,1851.2,19.6,85.8,Black,Drip,228.26,47.82,4452.04,6.2,61892.2,301202.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
1637,Punjab,Ludhiana,2016,Zaid,Wheat,1371.88,37.2,36.8,Red,Canal,209.08,56.13,1374.54,2.34,30539.08,49164.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
1663,Punjab,Patiala,2016,Rabi,Sugarcane,1088.18,18.1,37.6,Alluvial,Tube Well,436.04,56.25,803.47,4.75,13975.41,45797.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
1681,Punjab,Jalandhar,2016,Kharif,Millets,2177.34,18.5,81.4,Alluvial,Tube Well,369.53,40.07,4255.99,7.36,45750.43,429454.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1694,Punjab,Bathinda,2016,Rabi,Barley,1105.44,18.3,36.8,Black,Rain-fed,103.39,5.92,3162.01,4.53,45686.94,229822.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
1709,Punjab,Bathinda,2016,Rabi,Cotton,2035.46,24.6,88.3,Laterite,Tube Well,309.59,8.06,994.99,3.66,24302.76,49899.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
1717,Maharashtra,Pune,2016,Rabi,Pulses,537.19,33.1,38.9,Black,Drip,238.49,6.88,4602.7,5.27,53406.18,280712.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1720,Maharashtra,Pune,2016,Kharif,Wheat,491.04,18.2,48.5,Black,Sprinkler,381.55,5.69,1626.26,7.72,18213.17,135125.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1733,Maharashtra,Nashik,2016,Kharif,Rice,419.71,22.3,37.4,Sandy,Rain-fed,97.31,14.07,4046.92,2.93,13527.06,138120.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1753,Maharashtra,Nagpur,2016,Zaid,Millets,406.21,29.2,37.9,Red,Canal,201.38,6.9,3110.38,2.44,38681.44,83804.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1759,Maharashtra,Nagpur,2016,Kharif,Cotton,2007.74,20.0,40.5,Red,Sprinkler,337.44,37.21,4679.35,5.1,46498.58,348552.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
1807,Karnataka,Bengaluru,2016,Zaid,Maize,2195.29,32.9,85.3,Black,Rain-fed,161.15,49.62,4616.42,2.18,56998.57,93393.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
1808,Karnataka,Bengaluru,2016,Rabi,Wheat,530.27,37.8,74.9,Laterite,Sprinkler,438.78,35.45,4466.41,4.76,44711.44,173513.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1812,Karnataka,Bengaluru,2016,Zaid,Wheat,447.39,36.5,88.3,Black,Rain-fed,417.7,35.12,112.15,2.51,54483.83,3218.0,Lower relative rainfall,Higher relative temperature,Higher relative humidity,True,3,High relative climate deviation
1820,Karnataka,Mysuru,2016,Kharif,Sugarcane,497.61,37.2,58.7,Black,Rain-fed,184.1,40.59,4717.67,7.84,12999.94,416631.00000000006,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1821,Karnataka,Mysuru,2016,Kharif,Rice,572.51,33.8,36.5,Alluvial,Tube Well,213.54,7.02,1643.68,3.07,51142.37,68949.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1841,Karnataka,Hubli,2016,Rabi,Cotton,2149.71,22.3,85.5,Alluvial,Sprinkler,217.7,31.51,4020.53,8.19,26502.49,525061.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
1842,Karnataka,Hubli,2016,Rabi,Cotton,559.5,19.2,38.9,Alluvial,Rain-fed,223.66,38.03,284.72,8.46,60161.61,21465.0,Lower relative rainfall,Lower relative temperature,Lower relative humidity,True,3,High relative climate deviation
1855,Karnataka,Belagavi,2016,Kharif,Pulses,446.6,25.7,35.4,Alluvial,Tube Well,59.02,7.36,1540.9,8.49,60812.01,119210.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1859,Karnataka,Belagavi,2016,Zaid,Cotton,457.51,23.5,37.1,Alluvial,Drip,350.52,19.74,3066.16,2.05,31770.36,99423.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1862,Karnataka,Belagavi,2016,Kharif,Maize,2067.94,18.3,39.0,Sandy,Rain-fed,407.98,10.63,1509.72,7.53,61990.78,118523.0,Higher relative rainfall,Lower relative temperature,Lower relative humidity,True,3,High relative climate deviation
1886,Karnataka,Mangalore,2016,Rabi,Pulses,1145.35,36.2,39.6,Red,Drip,164.43,13.37,1626.69,1.36,13532.65,34212.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
1926,Tamil Nadu,Coimbatore,2016,Rabi,Wheat,470.92,18.7,83.4,Alluvial,Rain-fed,320.12,12.77,2775.91,6.05,16577.12,246294.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1930,Tamil Nadu,Madurai,2016,Kharif,Sugarcane,1004.66,37.0,38.5,Red,Drip,267.5,56.88,3804.39,5.76,14680.33,337376.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
1934,Tamil Nadu,Madurai,2016,Rabi,Cotton,2161.72,19.9,67.1,Alluvial,Canal,99.92,21.96,3369.6,5.63,37141.65,229204.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1940,Tamil Nadu,Madurai,2016,Rabi,Wheat,970.76,36.5,85.5,Sandy,Sprinkler,426.48,21.0,3888.71,2.0,62202.9,92359.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
1970,Tamil Nadu,Tiruchirappalli,2016,Kharif,Barley,2025.85,37.2,79.5,Alluvial,Sprinkler,413.88,16.75,892.45,2.01,34650.12,26644.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
1973,Tamil Nadu,Tiruchirappalli,2016,Zaid,Sugarcane,501.66,23.5,37.8,Laterite,Sprinkler,373.55,14.77,741.57,5.92,51347.27,57982.00000000001,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
1980,Tamil Nadu,Tiruchirappalli,2016,Zaid,Wheat,2139.74,36.3,60.1,Red,Canal,223.48,19.79,1889.4,7.0,54106.16,194590.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2015,Rajasthan,Jodhpur,2016,Rabi,Barley,2024.55,23.1,37.1,Sandy,Drip,223.86,49.46,4078.48,2.48,25201.74,137763.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
2021,Rajasthan,Udaipur,2016,Rabi,Millets,2034.73,19.6,88.0,Laterite,Tube Well,135.96,33.8,4000.98,8.14,61414.14,406458.0,Higher relative rainfall,Lower relative temperature,Higher relative humidity,True,3,High relative climate deviation
2035,Rajasthan,Kota,2016,Kharif,Cotton,445.04,35.4,36.2,Alluvial,Rain-fed,396.63,28.17,1837.99,3.45,35593.06,63392.99999999999,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
2038,Rajasthan,Kota,2016,Kharif,Pulses,2116.9,36.3,82.6,Alluvial,Rain-fed,102.05,27.64,4920.88,5.81,60517.35,420594.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2039,Rajasthan,Kota,2016,Rabi,Millets,452.03,38.0,75.5,Alluvial,Canal,78.06,45.46,4093.17,5.47,51933.61,260094.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2040,Rajasthan,Kota,2016,Rabi,Barley,1900.39,37.9,39.8,Laterite,Canal,90.72,53.77,2561.67,6.67,35734.57,295448.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
2043,Rajasthan,Kota,2016,Rabi,Pulses,430.2,30.8,38.7,Laterite,Rain-fed,337.33,43.58,3489.11,1.23,21565.47,64562.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
2048,Rajasthan,Kota,2016,Rabi,Rice,766.82,37.4,85.5,Red,Sprinkler,80.54,42.09,142.45,3.79,31816.07,5763.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
2049,Rajasthan,Kota,2016,Zaid,Rice,1028.67,37.0,86.5,Sandy,Canal,360.33,25.06,922.16,2.07,41170.0,21530.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
2052,Rajasthan,Kota,2016,Kharif,Sugarcane,2128.93,19.3,49.2,Sandy,Rain-fed,204.07,19.25,3547.53,8.37,21171.62,509151.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2058,Rajasthan,Ajmer,2016,Zaid,Barley,2149.06,36.4,76.2,Sandy,Drip,442.88,25.93,3117.71,1.33,59444.09,70002.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2062,Rajasthan,Ajmer,2016,Kharif,Sugarcane,684.22,18.6,87.8,Sandy,Tube Well,314.4,55.21,1409.92,3.68,38147.33,48192.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
2065,Rajasthan,Ajmer,2016,Zaid,Millets,2118.31,26.0,88.9,Sandy,Sprinkler,436.42,7.29,2939.9,3.08,16421.87,117956.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
2068,Rajasthan,Ajmer,2016,Zaid,Maize,1918.02,18.5,39.9,Red,Tube Well,89.07,44.98,1048.3,3.99,60871.56,53622.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
2091,West Bengal,Howrah,2016,Kharif,Pulses,1448.23,18.7,36.0,Laterite,Sprinkler,180.46,44.89,1390.29,6.99,23143.08,158925.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
2121,West Bengal,Darjeeling,2016,Kharif,Cotton,715.27,37.2,85.7,Laterite,Canal,76.79,18.69,4516.51,6.52,53390.82,335976.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
2126,West Bengal,Siliguri,2016,Kharif,Millets,2072.1,19.6,61.7,Black,Rain-fed,60.73,6.8,2112.95,4.5,15020.15,130561.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2127,West Bengal,Siliguri,2016,Rabi,Barley,408.66,19.9,56.6,Sandy,Rain-fed,266.35,17.75,3209.5,5.25,29000.29,175082.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2137,West Bengal,Siliguri,2016,Zaid,Wheat,2103.43,33.2,89.4,Black,Rain-fed,99.28,35.46,2155.27,2.57,54027.61,66849.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
2144,West Bengal,Malda,2016,Rabi,Pulses,1408.33,37.3,85.7,Black,Sprinkler,430.57,47.66,3342.98,5.14,37014.69,227585.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
2148,West Bengal,Malda,2016,Rabi,Pulses,2104.81,19.3,50.1,Black,Tube Well,249.32,12.56,4337.95,1.7,58027.52,78838.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2149,West Bengal,Malda,2016,Zaid,Pulses,1570.42,18.4,40.4,Laterite,Canal,118.45,42.45,2898.65,3.05,21052.94,75218.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
2153,West Bengal,Malda,2016,Kharif,Maize,449.88,20.6,39.0,Black,Sprinkler,102.28,11.55,2855.52,5.21,50206.14,137812.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
2172,Uttarakhand,Dehradun,2017,Kharif,Maize,2174.37,26.5,40.6,Laterite,Drip,121.49,21.12,2430.7,3.05,45577.67,99249.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
2189,Uttarakhand,Haridwar,2017,Kharif,Millets,777.12,36.6,35.9,Laterite,Tube Well,62.95,24.22,4190.98,3.73,29557.65,248712.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
2192,Uttarakhand,Haridwar,2017,Rabi,Cotton,1461.74,18.6,89.6,Laterite,Drip,337.97,41.62,2972.13,5.22,23065.39,255468.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
2200,Uttarakhand,Nainital,2017,Rabi,Maize,426.66,21.2,88.7,Black,Tube Well,327.63,13.2,2729.79,7.31,22143.82,173706.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
2201,Uttarakhand,Nainital,2017,Zaid,Rice,940.37,18.8,86.9,Sandy,Canal,385.04,52.93,4575.66,1.43,20082.48,96776.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
2205,Uttarakhand,Nainital,2017,Rabi,Wheat,2107.8,24.8,39.7,Laterite,Canal,331.55,13.61,3217.29,4.45,43124.06,114854.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
2211,Uttarakhand,Nainital,2017,Rabi,Wheat,546.19,37.9,68.1,Alluvial,Canal,307.6,21.24,3955.35,2.41,23970.55,79829.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2229,Uttarakhand,Almora,2017,Rabi,Pulses,2144.97,32.5,38.9,Black,Canal,105.4,59.33,3883.29,5.07,19219.27,185013.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
2250,Uttarakhand,Pauri,2017,Rabi,Cotton,515.7,18.4,40.5,Sandy,Canal,206.39,36.92,120.99,6.21,27231.9,11937.0,Lower relative rainfall,Lower relative temperature,Lower relative humidity,True,3,High relative climate deviation
2262,Uttar Pradesh,Lucknow,2017,Zaid,Sugarcane,412.66,37.8,62.3,Laterite,Sprinkler,206.17,10.82,672.48,3.0,56366.38,28331.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2273,Uttar Pradesh,Kanpur,2017,Zaid,Sugarcane,556.6,38.0,42.6,Red,Canal,378.54,49.06,1643.8,2.36,24608.32,57972.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2276,Uttar Pradesh,Kanpur,2017,Zaid,Barley,2153.88,23.3,86.3,Black,Sprinkler,194.18,20.08,2403.53,4.06,52596.48,88584.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
2279,Uttar Pradesh,Kanpur,2017,Kharif,Pulses,491.9,37.4,46.7,Black,Drip,183.13,5.36,2542.25,6.81,44102.9,254872.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2285,Uttar Pradesh,Kanpur,2017,Kharif,Rice,404.4,24.7,36.4,Sandy,Drip,84.02,14.53,2147.72,7.52,59578.92,149545.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
2290,Uttar Pradesh,Varanasi,2017,Kharif,Cotton,425.37,18.1,73.3,Black,Sprinkler,292.4,27.91,2444.9,4.54,57978.95,199132.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2307,Uttar Pradesh,Agra,2017,Zaid,Rice,562.95,37.3,85.1,Sandy,Sprinkler,257.23,49.04,4321.85,8.22,25265.12,524865.0,Lower relative rainfall,Higher relative temperature,Higher relative humidity,True,3,High relative climate deviation
2315,Uttar Pradesh,Agra,2017,Zaid,Barley,2190.5,36.3,73.0,Black,Rain-fed,435.02,28.92,3507.36,3.63,64525.46,227627.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2317,Uttar Pradesh,Agra,2017,Rabi,Rice,2058.02,19.4,54.8,Alluvial,Tube Well,271.75,27.11,3555.73,6.32,24719.6,381187.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2323,Uttar Pradesh,Meerut,2017,Kharif,Barley,1179.02,18.8,85.9,Sandy,Sprinkler,383.67,38.74,2011.56,7.93,44103.19,249034.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
2324,Uttar Pradesh,Meerut,2017,Kharif,Maize,2188.36,34.8,89.5,Sandy,Sprinkler,229.6,6.98,855.17,2.97,47501.99,41647.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
2347,Punjab,Ludhiana,2017,Kharif,Cotton,2065.13,27.6,85.2,Sandy,Sprinkler,85.42,49.03,3311.5,7.8,29220.63,311671.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
2353,Punjab,Ludhiana,2017,Zaid,Wheat,2185.06,37.5,74.1,Alluvial,Sprinkler,328.31,8.81,2472.84,1.28,46725.32,47187.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2355,Punjab,Ludhiana,2017,Zaid,Pulses,1173.74,37.2,39.2,Black,Rain-fed,407.75,31.11,2015.12,1.62,49924.59,40930.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
2369,Punjab,Amritsar,2017,Zaid,Millets,561.11,23.3,36.5,Red,Tube Well,166.03,48.96,1436.19,6.21,26882.92,101492.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
2370,Punjab,Amritsar,2017,Kharif,Barley,451.59,22.6,35.4,Sandy,Tube Well,84.49,38.05,2126.95,8.35,20065.95,279798.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
2380,Punjab,Patiala,2017,Kharif,Cotton,561.75,36.4,50.9,Sandy,Drip,300.21,54.01,4254.26,7.04,28609.1,344606.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2395,Punjab,Jalandhar,2017,Zaid,Millets,800.83,18.2,85.1,Laterite,Drip,353.57,59.95,2361.09,6.86,25669.25,252771.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
2416,Punjab,Bathinda,2017,Rabi,Rice,2053.22,23.9,86.6,Black,Rain-fed,332.9,41.4,3228.65,5.28,12767.39,196055.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
2429,Punjab,Bathinda,2017,Zaid,Millets,414.02,18.2,52.1,Red,Canal,429.17,37.86,1099.64,2.39,56285.61,46209.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2433,Maharashtra,Pune,2017,Kharif,Wheat,1569.4,36.3,89.7,Alluvial,Sprinkler,286.76,50.66,4721.64,4.33,37990.49,182633.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
2440,Maharashtra,Pune,2017,Zaid,Pulses,1891.54,36.2,36.9,Sandy,Sprinkler,381.08,43.08,2337.99,3.69,34906.51,117114.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
2451,Maharashtra,Nashik,2017,Zaid,Rice,905.87,18.6,84.7,Laterite,Tube Well,420.5,31.7,1189.98,6.27,54419.01,74376.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
2478,Maharashtra,Nagpur,2017,Rabi,Cotton,2187.08,30.1,39.8,Laterite,Sprinkler,395.6,33.85,2029.52,7.04,32377.09,231359.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
2494,Maharashtra,Aurangabad,2017,Rabi,Rice,496.07,19.8,44.8,Red,Sprinkler,245.69,7.47,4040.55,2.0,58314.18,91147.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2499,Maharashtra,Aurangabad,2017,Zaid,Cotton,2127.92,20.0,75.5,Sandy,Canal,132.84,55.24,2541.32,8.03,35632.4,231508.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2507,Maharashtra,Kolhapur,2017,Rabi,Maize,2038.46,25.2,88.0,Red,Canal,191.05,58.3,4894.51,1.41,43653.83,96146.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
2509,Maharashtra,Kolhapur,2017,Kharif,Cotton,630.44,19.6,87.1,Red,Sprinkler,106.01,7.14,4983.88,7.44,61463.86,343478.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
2519,Maharashtra,Kolhapur,2017,Zaid,Millets,1508.25,18.3,38.4,Laterite,Tube Well,164.01,23.2,1884.52,8.38,41013.22,175379.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
2525,Karnataka,Bengaluru,2017,Rabi,Cotton,2179.32,32.9,40.0,Laterite,Sprinkler,251.1,46.75,348.99,2.67,37103.42,10907.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
2527,Karnataka,Bengaluru,2017,Rabi,Barley,464.88,29.5,88.0,Sandy,Drip,257.06,32.84,1816.28,6.16,63914.49,93245.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
2536,Karnataka,Bengaluru,2017,Zaid,Rice,2125.73,20.4,89.2,Black,Rain-fed,122.82,12.65,3929.36,2.27,47244.42,129328.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
2548,Karnataka,Mysuru,2017,Rabi,Pulses,622.3,18.8,39.2,Red,Drip,288.14,13.42,4458.28,2.22,33277.03,137343.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
2552,Karnataka,Mysuru,2017,Rabi,Wheat,413.87,37.2,84.7,Laterite,Canal,388.18,55.46,4624.19,5.21,14208.47,332240.0,Lower relative rainfall,Higher relative temperature,Higher relative humidity,True,3,High relative climate deviation
2553,Karnataka,Mysuru,2017,Kharif,Rice,2148.65,19.7,63.7,Sandy,Drip,389.76,29.95,3471.96,2.68,21552.1,96857.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2556,Karnataka,Mysuru,2017,Kharif,Wheat,656.83,18.7,38.8,Alluvial,Sprinkler,359.93,54.83,1682.67,3.42,38734.49,90871.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
2559,Karnataka,Hubli,2017,Zaid,Millets,419.3,37.3,49.8,Black,Drip,74.6,50.04,1770.94,6.31,44987.15,151059.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2561,Karnataka,Hubli,2017,Zaid,Sugarcane,454.95,32.0,89.0,Black,Drip,324.25,44.66,4473.15,5.5,53045.95,346050.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
2587,Karnataka,Belagavi,2017,Zaid,Maize,943.4,36.8,85.0,Red,Tube Well,163.53,59.4,115.91,2.5,18542.35,2986.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
2600,Karnataka,Mangalore,2017,Kharif,Cotton,2081.36,37.5,75.0,Black,Drip,109.02,44.96,3700.4,3.04,21230.23,134211.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2601,Karnataka,Mangalore,2017,Rabi,Wheat,2190.98,24.3,86.6,Laterite,Tube Well,437.01,53.46,878.74,5.12,35373.6,37764.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
2609,Karnataka,Mangalore,2017,Zaid,Pulses,1441.86,19.4,39.4,Laterite,Canal,220.55,36.82,1016.72,1.79,22131.97,19099.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
2623,Tamil Nadu,Chennai,2017,Kharif,Maize,588.05,26.2,38.6,Alluvial,Drip,67.99,6.14,4232.93,1.21,12635.31,55946.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
2627,Tamil Nadu,Chennai,2017,Kharif,Sugarcane,1491.65,19.7,88.4,Red,Rain-fed,139.28,30.11,3215.72,2.37,26719.95,97289.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
2632,Tamil Nadu,Coimbatore,2017,Zaid,Wheat,1729.99,37.3,39.1,Red,Rain-fed,192.05,30.23,3317.98,2.56,48399.5,97373.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
2645,Tamil Nadu,Coimbatore,2017,Zaid,Barley,420.84,20.0,75.5,Red,Rain-fed,309.85,16.21,3941.89,3.83,18815.52,132161.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
2653,Tamil Nadu,Madurai,2017,Zaid,Cotton,1852.12,19.0,35.5,Laterite,Rain-fed,277.32,53.06,4627.25,4.05,40955.85,173518.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
2662,Tamil Nadu,Madurai,2017,Kharif,Barley,2052.62,23.4,36.7,Black,Sprinkler,316.53,58.82,1463.01,7.94,29826.89,135514.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
2670,Tamil Nadu,Salem,2017,Zaid,Cotton,1330.95,19.0,88.8,Alluvial,Sprinkler,113.96,42.97,3382.22,8.48,44146.47,467348.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
2674,Tamil Nadu,Salem,2017,Zaid,Cotton,2090.13,27.3,35.6,Sandy,Tube Well,431.9,45.38,696.64,2.81,13272.99,24346.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
2706,Rajasthan,Jaipur,2017,Kharif,Pulses,2100.19,25.7,37.5,Red,Tube Well,99.07,38.81,2957.46,2.01,55578.17,91246.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
2715,Rajasthan,Jaipur,2017,Rabi,Wheat,2033.14,18.2,61.6,Laterite,Drip,317.71,14.56,3420.62,6.33,24800.89,374289.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
