Record_ID,State,District,Year,Season,Crop_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Cultivated_Area_hectares,Yield_ton_per_hectare,Market_Price_per_ton,Farmer_Profit_INR,Estimated_Production_tons,Yield_per_Fertilizer_kg,Yield_per_Pesticide_kg,Profit_per_hectare_INR,Production_per_hectare,Fertilizer_per_hectare,Pesticide_per_hectare,Fertilizer_Use_Flag,Pesticide_Use_Flag,Analytical_Resource_Risk
2362,Punjab,Amritsar,2017,Kharif,Pulses,1390.74,24.8,50.1,Black,Rain-fed,176.55,52.86,1136.71,6.82,59390.77,136040.0,7752.3622000000005,0.03862928348909657,0.12902005297010974,119.67872192555708,6.82,0.15531665948218984,0.04650262599959532,Moderate relative use,Higher relative use,False
2363,Punjab,Amritsar,2017,Kharif,Maize,1800.91,22.7,62.3,Black,Drip,274.32,16.34,3581.13,2.63,58535.83,154573.0,9418.3719,0.009587343248760571,0.1609547123623011,43.163191506591495,2.63,0.07660151963207144,0.0045628055948820625,Moderate relative use,Lower relative use,False
2364,Punjab,Amritsar,2017,Rabi,Wheat,458.57,31.9,57.6,Red,Canal,225.59,33.54,2125.15,7.76,26493.91,202961.0,16491.164,0.03439868788510129,0.2313655336911151,95.50431734230524,7.76,0.10615250688186716,0.01578241535891584,Moderate relative use,Moderate relative use,False
2365,Punjab,Amritsar,2017,Kharif,Barley,815.6,33.3,42.2,Alluvial,Rain-fed,210.13,10.81,1731.29,7.7,42479.63,170741.0,13330.933,0.03664398229667349,0.7123034227567068,98.62068168822093,7.700000000000001,0.12137192498079467,0.006243899057927904,Moderate relative use,Lower relative use,False
2366,Punjab,Amritsar,2017,Rabi,Pulses,1324.09,18.1,40.7,Black,Tube Well,349.72,19.81,4016.34,3.9,21447.92,142969.0,15663.726,0.01115177856570971,0.19687026754164563,35.596836921176994,3.9,0.08707430147846049,0.004932351344756668,Moderate relative use,Moderate relative use,False
2367,Punjab,Amritsar,2017,Kharif,Rice,530.84,28.8,41.5,Laterite,Canal,172.77,55.46,4312.76,7.61,16034.78,432043.0,32820.1036,0.044046998900272034,0.13721601153984855,100.17784435025366,7.61,0.04006019347239355,0.012859514556803531,Moderate relative use,Higher relative use,False
2368,Punjab,Amritsar,2017,Rabi,Pulses,1015.05,32.2,49.8,Black,Tube Well,438.54,55.04,959.7,4.11,63398.16,46535.0,3944.3670000000006,0.00937200711451635,0.07467296511627908,48.48911118057726,4.11,0.45695529853079087,0.05735125560070855,Higher relative use,Higher relative use,False
2369,Punjab,Amritsar,2017,Zaid,Millets,561.11,23.3,36.5,Red,Tube Well,166.03,48.96,1436.19,6.21,26882.92,101492.0,8918.7399,0.037402878997771484,0.12683823529411764,70.6675300621784,6.21,0.11560448130122059,0.03409019697950828,Moderate relative use,Higher relative use,False
2370,Punjab,Amritsar,2017,Kharif,Barley,451.59,22.6,35.4,Sandy,Tube Well,84.49,38.05,2126.95,8.35,20065.95,279798.0,17760.032499999998,0.09882826369984614,0.21944809461235218,131.54893156867817,8.35,0.039723547803192365,0.017889466136956675,Lower relative use,Moderate relative use,False
2371,Punjab,Amritsar,2017,Zaid,Millets,2032.77,31.7,73.0,Black,Sprinkler,310.65,44.97,3853.17,6.63,54554.84,304151.0,25546.5171,0.021342346692419124,0.14743162108072047,78.93526628723882,6.63,0.08062192947624942,0.011670909926112784,Moderate relative use,Moderate relative use,False
2372,Punjab,Amritsar,2017,Zaid,Pulses,1584.62,35.5,86.8,Sandy,Sprinkler,179.94,42.35,2309.81,8.35,43030.28,204179.0,19286.9135,0.04640435700789152,0.19716646989374262,88.39644819270849,8.35,0.07790251146198172,0.018334841393880884,Moderate relative use,Moderate relative use,False
2373,Punjab,Amritsar,2017,Kharif,Rice,1131.5,36.4,54.8,Black,Rain-fed,267.44,8.83,2118.13,6.26,25759.95,224296.0,13259.4938,0.023407119353873764,0.7089467723669309,105.89340597602602,6.26,0.12626231628842421,0.004168771510719361,Moderate relative use,Lower relative use,False
2374,Punjab,Amritsar,2017,Rabi,Cotton,1411.55,21.8,76.0,Sandy,Rain-fed,239.54,30.49,176.42,4.27,54954.96,13016.999999999998,753.3133999999999,0.01782583284628872,0.14004591669399802,73.78415145675093,4.27,1.3577825643351094,0.17282621018025168,Moderate relative use,Moderate relative use,False
2375,Punjab,Amritsar,2017,Zaid,Rice,948.79,21.6,87.5,Laterite,Rain-fed,152.03,38.72,1997.27,5.41,27565.23,176699.0,10805.2307,0.035585081891731894,0.1397210743801653,88.47026190750374,5.41,0.07611890230164174,0.01938646252134163,Moderate relative use,Moderate relative use,False
2376,Punjab,Amritsar,2017,Kharif,Barley,634.78,24.9,62.5,Laterite,Drip,436.89,11.17,4837.53,6.62,64790.59,554292.0,32024.4486,0.015152555563185241,0.5926589077887198,114.58161499773645,6.62,0.09031261821632114,0.002309029608085118,Higher relative use,Lower relative use,False
2377,Punjab,Patiala,2017,Kharif,Cotton,950.86,29.6,78.1,Sandy,Drip,328.85,22.54,1002.21,3.49,18229.78,42298.0,3497.7129000000004,0.010612741371445947,0.15483584738243125,42.20472755210984,3.49,0.32812484409455106,0.022490296444856863,Moderate relative use,Moderate relative use,False
2378,Punjab,Patiala,2017,Rabi,Maize,1160.61,36.2,63.3,Sandy,Canal,244.57,10.01,4782.19,7.42,14810.1,441758.0,35483.849799999996,0.030338962260293575,0.7412587412587412,92.37566888810358,7.42,0.05114184087206908,0.0020931832486789526,Moderate relative use,Lower relative use,False
2379,Punjab,Patiala,2017,Zaid,Maize,1629.56,30.5,70.0,Red,Sprinkler,185.14,27.28,466.97,6.59,14170.57,32945.0,3077.3323,0.03559468510316517,0.2415689149560117,70.55057070047326,6.59,0.39647086536608345,0.05841917039638521,Moderate relative use,Moderate relative use,False
2380,Punjab,Patiala,2017,Kharif,Cotton,561.75,36.4,50.9,Sandy,Drip,300.21,54.01,4254.26,7.04,28609.1,344606.0,29949.990400000002,0.02345025149062323,0.13034623217922608,81.00257154005632,7.04,0.0705669141049207,0.0126955099124172,Moderate relative use,Higher relative use,False
2381,Punjab,Patiala,2017,Kharif,Sugarcane,1270.11,31.5,79.5,Black,Tube Well,335.18,52.27,3326.33,5.39,41404.14,261681.0,17928.9187,0.01608091174891103,0.10311842356992537,78.66958479765988,5.39,0.10076570875409235,0.015714015145821374,Moderate relative use,Higher relative use,False
2382,Punjab,Patiala,2017,Kharif,Pulses,1081.04,30.7,87.3,Sandy,Tube Well,238.94,50.54,1774.09,5.29,58827.17,143491.0,9384.936099999999,0.022139449234117353,0.10466956865848832,80.88146599101512,5.29,0.1346831333246904,0.02848784447237739,Moderate relative use,Higher relative use,False
2383,Punjab,Patiala,2017,Kharif,Wheat,1615.24,28.4,67.7,Alluvial,Rain-fed,79.19,44.68,109.94,6.51,18403.52,12803.0,715.7094,0.08220734941280465,0.14570277529095793,116.45442968892124,6.51,0.7203019828997635,0.40640349281426236,Lower relative use,Moderate relative use,False
2384,Punjab,Patiala,2017,Rabi,Barley,864.03,25.6,70.7,Black,Rain-fed,437.13,59.96,4295.67,2.96,52187.17,159890.0,12715.1832,0.00677144099009448,0.04936624416277518,37.221201814850765,2.96,0.10176061010273135,0.01395824167126432,Higher relative use,Higher relative use,False
2385,Punjab,Patiala,2017,Zaid,Millets,783.19,32.6,77.3,Laterite,Rain-fed,256.47,35.06,3292.52,3.66,49653.76,125468.0,12050.6232,0.01427067493274067,0.10439247005134056,38.10698188621481,3.66,0.07789474323618384,0.01064837874940775,Moderate relative use,Moderate relative use,False
2386,Punjab,Patiala,2017,Zaid,Millets,1225.28,19.1,65.8,Sandy,Canal,404.94,39.79,1769.12,2.46,61365.34,41641.0,4352.035199999999,0.006074974070232627,0.06182457903995979,23.537691055439993,2.46,0.2288934611558289,0.022491408157728137,Higher relative use,Moderate relative use,False
2387,Punjab,Patiala,2017,Rabi,Maize,1758.91,26.1,66.4,Black,Sprinkler,284.22,38.8,3362.64,4.21,13035.02,189862.0,14156.714399999999,0.014812469213989161,0.10850515463917526,56.46218447410368,4.21,0.08452287488401972,0.011538553041657745,Moderate relative use,Moderate relative use,False
2388,Punjab,Patiala,2017,Zaid,Sugarcane,1892.1,30.9,54.9,Alluvial,Canal,75.27,21.91,3814.11,6.08,19080.65,210660.0,23189.788800000002,0.08077587352198752,0.2774988589685075,55.231757867497265,6.08,0.019734616987973602,0.0057444593889531236,Lower relative use,Moderate relative use,False
2389,Punjab,Patiala,2017,Kharif,Sugarcane,1629.16,32.9,35.5,Sandy,Sprinkler,352.81,37.66,4920.89,4.46,54969.36,282552.0,21947.169400000002,0.01264136504067345,0.11842804036112588,57.41888154378577,4.46,0.07169638012635925,0.007653087144805105,Higher relative use,Moderate relative use,False
2390,Punjab,Patiala,2017,Kharif,Barley,2054.29,32.1,58.9,Sandy,Sprinkler,373.03,36.9,904.68,4.84,56554.58,67977.0,4378.651199999999,0.012974827761842212,0.13116531165311654,75.13927576601672,4.84,0.4123336428350356,0.04078790290489455,Higher relative use,Moderate relative use,False
2391,Punjab,Patiala,2017,Kharif,Sugarcane,891.33,23.4,43.5,Sandy,Tube Well,328.1,28.94,3640.43,5.15,57857.29,325070.0,18748.214500000002,0.015696434014020117,0.17795438838977196,89.29439654106795,5.15,0.0901267158000566,0.007949610348228095,Moderate relative use,Moderate relative use,False
2392,Punjab,Patiala,2017,Zaid,Pulses,506.68,27.5,50.8,Red,Canal,395.39,49.66,2035.34,4.42,34634.74,107520.0,8996.2028,0.011178836085889881,0.08900523560209425,52.826554777088845,4.42,0.1942623836803679,0.024398871932944863,Higher relative use,Higher relative use,False
2393,Punjab,Patiala,2017,Kharif,Maize,1303.86,26.9,67.2,Black,Canal,249.36,36.76,117.11,7.91,14138.98,10258.0,926.3401,0.03172120628809753,0.21517954298150166,87.59286141234736,7.91,2.1292801639484247,0.31389292118521045,Moderate relative use,Moderate relative use,False
2394,Punjab,Patiala,2017,Rabi,Maize,1187.43,21.6,68.6,Black,Rain-fed,440.68,8.21,712.54,6.63,47155.02,80501.0,4724.1402,0.015044930561858945,0.8075517661388549,112.9775170516743,6.63,0.618463524854745,0.011522160159429648,Higher relative use,Lower relative use,False
2395,Punjab,Jalandhar,2017,Zaid,Millets,800.83,18.2,85.1,Laterite,Drip,353.57,59.95,2361.09,6.86,25669.25,252771.0,16197.077400000002,0.019402098594337756,0.11442869057547957,107.05691015590256,6.86,0.14974863304660135,0.02539081525905408,Higher relative use,Higher relative use,False
2396,Punjab,Jalandhar,2017,Kharif,Pulses,555.77,28.3,43.1,Laterite,Sprinkler,109.39,30.57,3748.7,3.89,18632.65,219916.0,14582.443,0.03556083737087485,0.1272489368662087,58.66460372929282,3.89,0.02918078267132606,0.008154827006695654,Lower relative use,Moderate relative use,False
2397,Punjab,Jalandhar,2017,Rabi,Wheat,511.33,34.0,81.2,Laterite,Drip,401.9,26.97,4628.33,4.18,61327.29,192327.0,19346.4194,0.010400597163473501,0.1549870226177234,41.55429712228817,4.18,0.08683477625839126,0.005827155799175945,Higher relative use,Moderate relative use,False
2398,Punjab,Jalandhar,2017,Kharif,Sugarcane,2187.24,20.6,64.3,Laterite,Drip,191.98,27.01,3889.32,6.83,24236.52,249652.0,26564.0556,0.03557662256485051,0.2528693076638282,64.18911274978659,6.83,0.04936081371550811,0.006944658706406261,Moderate relative use,Moderate relative use,False
2399,Punjab,Jalandhar,2017,Kharif,Maize,1006.63,29.6,40.6,Sandy,Sprinkler,143.23,17.62,2410.52,6.8,49044.93,276254.0,16391.536,0.04747608741185506,0.3859250851305335,114.60348804407347,6.8,0.05941871463418681,0.007309626138758443,Lower relative use,Lower relative use,False
2400,Punjab,Jalandhar,2017,Zaid,Cotton,656.63,22.2,86.5,Alluvial,Sprinkler,63.61,45.87,154.59,2.64,24360.74,6373.0,408.11760000000004,0.04150290834774407,0.05755395683453238,41.22517627272139,2.64,0.41147551588071674,0.2967203570735494,Lower relative use,Moderate relative use,False
2401,Punjab,Jalandhar,2017,Rabi,Sugarcane,1360.08,25.3,69.9,Black,Tube Well,437.31,12.03,3263.78,7.7,45174.65,204226.0,25131.106000000003,0.017607646749445472,0.6400665004156276,62.57345776982517,7.7,0.13398881052031691,0.0036859102022807903,Higher relative use,Lower relative use,False
2402,Punjab,Jalandhar,2017,Zaid,Rice,1466.4,34.0,70.3,Alluvial,Tube Well,198.67,56.44,3419.9,4.69,34311.22,233970.0,16039.331000000002,0.023606986459958727,0.08309709425939052,68.41428111933098,4.69,0.058092341881341554,0.016503406532354745,Moderate relative use,Higher relative use,False
2403,Punjab,Jalandhar,2017,Rabi,Cotton,1065.15,32.1,51.9,Sandy,Drip,341.16,43.01,569.71,4.77,48926.6,43251.0,2717.5167,0.013981709461836087,0.11090444082771447,75.91757209808499,4.77,0.5988309841849362,0.07549454985870004,Moderate relative use,Moderate relative use,False
2404,Punjab,Jalandhar,2017,Rabi,Barley,920.86,24.5,74.2,Sandy,Drip,301.7,29.77,3273.7,8.43,43934.34,364945.0,27597.290999999997,0.027941663904540934,0.28317097749412157,111.47783853132542,8.43,0.09215871949170663,0.009093686043314904,Moderate relative use,Moderate relative use,False
2405,Punjab,Jalandhar,2017,Zaid,Cotton,1706.49,20.7,89.6,Sandy,Drip,135.35,49.15,286.28,5.6,44521.28,22560.0,1603.1679999999997,0.041374214998152935,0.11393692777212613,78.80396814307672,5.6,0.4727888780215174,0.17168506357412325,Lower relative use,Higher relative use,False
2406,Punjab,Jalandhar,2017,Rabi,Sugarcane,544.54,25.4,48.1,Alluvial,Canal,87.84,33.04,3812.05,7.22,34292.11,315261.0,27523.001,0.08219489981785064,0.2185230024213075,82.7011712857911,7.22,0.02304271979643499,0.008667252528167258,Lower relative use,Moderate relative use,False
2407,Punjab,Jalandhar,2017,Kharif,Maize,996.92,25.9,58.9,Red,Tube Well,414.6,40.71,2083.45,6.1,13951.65,183802.0,12709.044999999998,0.014712976362759284,0.149840334070253,88.22001967889798,6.1,0.19899685617605417,0.01953970577647652,Higher relative use,Moderate relative use,False
2408,Punjab,Jalandhar,2017,Zaid,Barley,1247.86,35.4,80.6,Alluvial,Drip,280.8,34.25,1308.4,5.28,30993.87,97797.0,6908.352000000001,0.018803418803418803,0.15416058394160584,74.74549067563436,5.28,0.2146132681137267,0.0261770100886579,Moderate relative use,Moderate relative use,False
2409,Punjab,Jalandhar,2017,Rabi,Pulses,733.36,20.9,60.8,Black,Sprinkler,117.56,10.67,1827.1,6.74,24826.71,181888.0,12314.654,0.057332425995236476,0.6316776007497658,99.55010672650648,6.74,0.06434240052542281,0.005839855508729681,Lower relative use,Lower relative use,False
2410,Punjab,Jalandhar,2017,Rabi,Barley,810.13,30.1,68.8,Red,Tube Well,416.78,20.9,1085.21,5.31,28980.41,88978.0,5762.465099999999,0.012740534574595709,0.254066985645933,81.99150394854452,5.31,0.38405469909049855,0.01925894527326508,Higher relative use,Moderate relative use,False
2411,Punjab,Jalandhar,2017,Rabi,Pulses,757.1,27.4,63.2,Black,Tube Well,136.88,7.95,3717.82,1.86,47095.89,106237.0,6915.145200000001,0.013588544710695502,0.2339622641509434,28.57507894411241,1.86,0.03681727463943924,0.002138349893216993,Lower relative use,Lower relative use,False
2412,Punjab,Jalandhar,2017,Zaid,Barley,798.61,32.9,44.2,Black,Rain-fed,344.33,41.12,2359.9,6.45,55821.97,147649.0,15221.355000000001,0.018732030319751403,0.15685797665369652,62.56578668587652,6.45,0.14590872494597226,0.01742446713843807,Moderate relative use,Moderate relative use,False
2413,Punjab,Bathinda,2017,Zaid,Millets,882.22,22.3,88.9,Sandy,Tube Well,220.43,26.53,4005.05,5.44,13769.42,176561.0,21787.472,0.02467903642879826,0.20505088578967207,44.08459320108363,5.44,0.05503801450668531,0.006624137027003408,Moderate relative use,Moderate relative use,False
2414,Punjab,Bathinda,2017,Zaid,Barley,1696.0,32.5,76.1,Sandy,Drip,133.15,52.24,855.83,3.46,60970.66,36934.0,2961.1718,0.025985730379271498,0.06623277182235834,43.15576691632684,3.46,0.15557996331047053,0.061040159844828995,Lower relative use,Higher relative use,False
2415,Punjab,Bathinda,2017,Zaid,Millets,1325.38,30.3,69.7,Black,Tube Well,161.76,31.64,2210.65,1.63,55252.8,53002.0,3603.3595,0.010076656775469832,0.05151706700379266,23.97575373758849,1.63,0.0731730486508493,0.01431253251306177,Moderate relative use,Moderate relative use,False
2416,Punjab,Bathinda,2017,Rabi,Rice,2053.22,23.9,86.6,Black,Rain-fed,332.9,41.4,3228.65,5.28,12767.39,196055.0,17047.272,0.01586061880444578,0.127536231884058,60.72352221516733,5.28,0.10310811020085793,0.012822696792777167,Moderate relative use,Moderate relative use,False
2417,Punjab,Bathinda,2017,Kharif,Barley,1183.59,29.5,51.5,Red,Drip,415.67,48.6,3474.46,8.27,40596.78,450578.0,28733.7842,0.019895590251882502,0.17016460905349792,129.6828859736477,8.27,0.11963585708282726,0.013987785152225094,Higher relative use,Higher relative use,False
2418,Punjab,Bathinda,2017,Kharif,Wheat,1586.53,25.8,54.0,Sandy,Sprinkler,444.95,35.42,2268.26,7.03,28055.97,199221.0,15945.867800000002,0.015799528036858076,0.19847543760587238,87.82987840900073,7.03,0.19616357913114016,0.01561549381464206,Higher relative use,Moderate relative use,False
2419,Punjab,Bathinda,2017,Kharif,Sugarcane,2158.0,23.5,79.8,Red,Canal,191.9,38.34,2076.06,3.53,23359.06,61602.0,7328.4918,0.018394997394476288,0.09207094418362023,29.672552816392592,3.53,0.09243470805275378,0.01846767434467212,Moderate relative use,Moderate relative use,False
2420,Punjab,Bathinda,2017,Kharif,Maize,831.54,28.2,66.4,Red,Drip,286.68,42.02,1474.05,7.06,62472.0,100467.0,10406.793,0.024626761545974603,0.16801523084245595,68.15711814388929,7.06,0.19448458329093316,0.02850649570910078,Moderate relative use,Moderate relative use,False
2421,Punjab,Bathinda,2017,Rabi,Pulses,852.04,26.1,53.1,Alluvial,Canal,448.7,15.27,600.4,3.8,13706.26,23617.0,2281.52,0.008468910184978827,0.24885396201702684,39.335443037974684,3.8000000000000003,0.7473351099267155,0.02543304463690873,Higher relative use,Lower relative use,False
2422,Punjab,Bathinda,2017,Rabi,Wheat,777.24,35.4,58.1,Laterite,Rain-fed,166.29,28.49,4533.08,5.49,15105.71,317787.0,24886.6092,0.03301461302543749,0.19269919269919272,70.1039911053853,5.49,0.036683667616719755,0.00628491003909042,Moderate relative use,Moderate relative use,False
2423,Punjab,Bathinda,2017,Kharif,Millets,1174.56,36.3,41.7,Sandy,Tube Well,346.67,9.51,497.21,2.5,55061.95,10495.0,1243.0249999999999,0.007211469120489226,0.26288117770767616,21.107781420325416,2.5,0.6972305464491865,0.019126727137426844,Moderate relative use,Lower relative use,False
2424,Punjab,Bathinda,2017,Rabi,Pulses,2162.26,29.0,57.5,Alluvial,Rain-fed,251.08,55.94,443.64,5.31,45858.02,19845.0,2355.7284,0.02114863788433965,0.09492313192706471,44.732215309710575,5.3100000000000005,0.5659543774231359,0.12609322874402668,Moderate relative use,Higher relative use,False
2425,Punjab,Bathinda,2017,Zaid,Sugarcane,786.74,25.5,81.5,Alluvial,Canal,216.39,44.33,2065.35,1.93,23841.5,44397.0,3986.1254999999996,0.008919081288414437,0.043537108053237086,21.496114460018884,1.93,0.10477158835064275,0.02146367443774663,Moderate relative use,Moderate relative use,False
2426,Punjab,Bathinda,2017,Rabi,Maize,1455.02,33.7,61.5,Laterite,Canal,365.93,5.64,4958.44,7.66,15634.74,628812.0,37981.6504,0.020932965321236303,1.3581560283687943,126.81649873750617,7.66,0.07379942078556966,0.001137454521986754,Higher relative use,Lower relative use,False
2427,Punjab,Bathinda,2017,Rabi,Rice,2040.2,29.2,56.2,Red,Canal,415.73,49.46,3028.91,5.64,52848.44,156470.0,17083.052399999997,0.013566497486349312,0.11403154063890011,51.65884757222896,5.639999999999999,0.13725399566180574,0.016329306582235855,Higher relative use,Higher relative use,False
2428,Punjab,Bathinda,2017,Rabi,Pulses,1004.88,29.5,72.0,Laterite,Canal,345.88,37.62,4183.24,5.41,40209.5,199492.0,22631.3284,0.015641262865733783,0.14380648591174908,47.688394641474076,5.41,0.08268232279285913,0.008993029326550711,Moderate relative use,Moderate relative use,False
2429,Punjab,Bathinda,2017,Zaid,Millets,414.02,18.2,52.1,Red,Canal,429.17,37.86,1099.64,2.39,56285.61,46209.0,2628.1396000000004,0.005568888785329823,0.06312731114632858,42.02193445127496,2.39,0.39028227419882866,0.03442944963806336,Higher relative use,Moderate relative use,False
2430,Punjab,Bathinda,2017,Zaid,Millets,2053.14,32.0,68.0,Red,Drip,83.49,57.96,1178.02,7.13,15933.97,83549.0,8399.2826,0.08539944903581267,0.12301587301587301,70.92324408753672,7.130000000000001,0.07087316004821649,0.04920120201694369,Lower relative use,Higher relative use,False
2431,Maharashtra,Pune,2017,Kharif,Maize,475.76,35.4,82.3,Laterite,Tube Well,373.35,7.27,355.59,8.44,23299.46,50203.0,3001.1795999999995,0.022606133654747552,1.1609353507565336,141.18226046851711,8.44,1.0499451615624737,0.020444894400854917,Higher relative use,Lower relative use,False
2432,Maharashtra,Pune,2017,Kharif,Pulses,1339.87,25.0,43.5,Laterite,Drip,229.59,34.75,2004.43,1.98,48596.82,67322.0,3968.7714,0.00862406899255194,0.05697841726618705,33.58660566844439,1.98,0.11454129104034563,0.01733659943225755,Moderate relative use,Moderate relative use,False
2433,Maharashtra,Pune,2017,Kharif,Wheat,1569.4,36.3,89.7,Alluvial,Sprinkler,286.76,50.66,4721.64,4.33,37990.49,182633.0,20444.701200000003,0.015099734970009765,0.08547177260165811,38.67999254496319,4.33,0.060733135097127265,0.010729322862395268,Moderate relative use,Higher relative use,False
2434,Maharashtra,Pune,2017,Zaid,Barley,486.52,30.9,64.8,Sandy,Sprinkler,409.69,41.7,745.62,6.08,46188.7,46695.0,4533.3696,0.014840489150333178,0.14580335731414867,62.62573428824334,6.08,0.5494621925377539,0.05592661141063813,Higher relative use,Moderate relative use,False
2435,Maharashtra,Pune,2017,Kharif,Sugarcane,752.2,21.6,54.6,Black,Canal,399.93,32.94,2527.07,6.46,19189.88,200664.0,16324.872200000002,0.01615282674468032,0.19611414693381907,79.40579406189777,6.46,0.15825837827998432,0.013034858551603239,Higher relative use,Moderate relative use,False
2436,Maharashtra,Pune,2017,Zaid,Cotton,1868.79,24.8,58.7,Laterite,Canal,313.24,32.77,3065.98,7.38,17589.14,185578.0,22626.9324,0.02356020942408377,0.2252059810802563,60.52811825256525,7.380000000000001,0.10216635464027815,0.01068826280667193,Moderate relative use,Moderate relative use,False
2437,Maharashtra,Pune,2017,Kharif,Barley,1948.32,19.0,50.9,Sandy,Canal,62.34,13.98,419.0,6.71,56655.07,44776.0,2811.49,0.10763554700032081,0.47997138769670955,106.86396181384248,6.709999999999999,0.14878281622911696,0.033365155131264916,Lower relative use,Lower relative use,False
2438,Maharashtra,Pune,2017,Zaid,Barley,1814.84,33.5,86.8,Alluvial,Sprinkler,405.98,47.28,1340.55,6.65,54785.47,146186.0,8914.6575,0.016380117247155032,0.14065143824027074,109.04927082167767,6.6499999999999995,0.30284584685390326,0.03526910596397002,Higher relative use,Higher relative use,False
2439,Maharashtra,Pune,2017,Kharif,Millets,2032.67,23.1,79.2,Laterite,Canal,270.72,17.98,2181.78,3.58,26865.94,130852.0,7810.772400000001,0.01322399527186761,0.19911012235817574,59.97488289378397,3.58,0.12408217143800017,0.008240977550440466,Moderate relative use,Lower relative use,False
2440,Maharashtra,Pune,2017,Zaid,Pulses,1891.54,36.2,36.9,Sandy,Sprinkler,381.08,43.08,2337.99,3.69,34906.51,117114.0,8627.183099999998,0.009683006192925371,0.08565459610027855,50.09174547367611,3.6899999999999995,0.16299470913049244,0.01842608394390053,Higher relative use,Moderate relative use,False
2441,Maharashtra,Pune,2017,Rabi,Pulses,1428.7,18.8,49.2,Laterite,Tube Well,293.36,20.08,1594.74,6.06,46870.04,105373.0,9664.124399999999,0.02065721298063812,0.301792828685259,66.0753477055821,6.06,0.18395475124471702,0.012591394208460312,Moderate relative use,Moderate relative use,False
2442,Maharashtra,Pune,2017,Rabi,Barley,722.45,35.0,72.1,Black,Canal,300.84,20.82,2090.56,4.05,16535.49,118583.0,8466.768,0.013462305544475469,0.19452449567723343,56.72307898362161,4.05,0.14390402571559774,0.009959054033369049,Moderate relative use,Moderate relative use,False
2443,Maharashtra,Pune,2017,Zaid,Rice,1103.34,35.1,50.7,Red,Sprinkler,105.59,58.92,2064.19,4.63,27555.14,144524.0,9557.1997,0.04384884932285254,0.07858112695179904,70.01487266191582,4.63,0.051153236862885684,0.02854388404168221,Lower relative use,Higher relative use,False
2444,Maharashtra,Pune,2017,Zaid,Wheat,642.55,33.6,72.8,Sandy,Tube Well,101.79,49.37,4790.84,1.82,52203.41,103494.0,8719.328800000001,0.017879948914431672,0.036864492606846266,21.60247472259562,1.8200000000000003,0.021246795968974126,0.010305082198528858,Lower relative use,Higher relative use,False
2445,Maharashtra,Pune,2017,Zaid,Barley,414.18,21.8,67.8,Laterite,Tube Well,100.99,49.44,2060.1,5.2,60626.94,192603.0,10712.52,0.051490246559065256,0.1051779935275081,93.4920634920635,5.2,0.049021892141158194,0.02399883500800932,Lower relative use,Higher relative use,False
2446,Maharashtra,Pune,2017,Rabi,Wheat,624.88,25.4,43.7,Black,Drip,249.05,32.01,3450.7,1.53,15333.99,61450.0,5279.571,0.0061433447098976105,0.04779756326148079,17.807980989364477,1.53,0.07217376184542268,0.009276378705769844,Moderate relative use,Moderate relative use,False
2447,Maharashtra,Pune,2017,Zaid,Rice,1690.24,21.0,43.1,Red,Sprinkler,121.72,16.17,841.72,7.24,32684.75,50815.0,6094.0528,0.05948077555044364,0.44774273345701915,60.37043197262747,7.24,0.14460865846124601,0.01921066387872452,Lower relative use,Lower relative use,False
2448,Maharashtra,Pune,2017,Zaid,Cotton,1480.37,35.6,59.9,Black,Rain-fed,93.2,57.57,377.17,6.84,12437.5,29926.0,2579.8428,0.07339055793991416,0.1188118811881188,79.34353209428109,6.84,0.2471034281623671,0.1526367420526553,Lower relative use,Higher relative use,False
2449,Maharashtra,Nashik,2017,Zaid,Sugarcane,1781.58,21.8,41.5,Black,Drip,158.88,55.52,181.63,5.67,55954.01,10607.0,1029.8421,0.035687311178247735,0.10212536023054754,58.39894290590762,5.670000000000001,0.8747453614490999,0.3056763750481749,Moderate relative use,Higher relative use,False
2450,Maharashtra,Nashik,2017,Kharif,Maize,628.38,32.4,41.8,Alluvial,Rain-fed,291.81,53.58,4614.65,5.42,60570.11,422469.0,25011.403,0.018573729481511942,0.101157148189623,91.54952163219313,5.42,0.0632355649940949,0.011610848059982882,Moderate relative use,Higher relative use,False
2451,Maharashtra,Nashik,2017,Zaid,Rice,905.87,18.6,84.7,Laterite,Tube Well,420.5,31.7,1189.98,6.27,54419.01,74376.0,7461.174599999999,0.014910820451843042,0.1977917981072555,62.50189078808047,6.27,0.353367283483756,0.026639103178204674,Higher relative use,Moderate relative use,False
2452,Maharashtra,Nashik,2017,Zaid,Maize,1640.51,24.1,76.6,Sandy,Canal,88.67,11.31,4659.74,2.28,16914.67,137274.0,10624.207199999999,0.02571331904815608,0.2015915119363395,29.45958358191659,2.28,0.01902895869726637,0.002427174048337461,Lower relative use,Lower relative use,False
2453,Maharashtra,Nashik,2017,Zaid,Rice,1575.66,37.2,79.2,Laterite,Drip,276.74,13.28,1622.59,8.31,30221.59,170322.0,13483.7229,0.030028185300281854,0.6257530120481929,104.9692158832484,8.31,0.17055448388070926,0.008184445855083539,Moderate relative use,Lower relative use,False
